"CUSTOMER_ID","NAME","SIGNUP_DATE"
6318,Hasan,"14/04/2025"
6094,Hasan,"14/04/2025"
5759,Hacer,"14/04/2025"
4952,Yağmur,"14/04/2025"
4776,Hülya,"14/04/2025"
4326,Ahmet,"14/04/2025"
4069,Leyla,"14/04/2025"
3521,Yağmur,"14/04/2025"
3290,Aysel,"14/04/2025"
3002,Zeynep,"14/04/2025"
1220,Burak,"14/04/2025"
1007,Fatih,"14/04/2025"
425,Abdullah,"14/04/2025"
197,Esra,"14/04/2025"
18,Hacer,"14/04/2025"
8653,Emre,"14/04/2025"
9821,Emre,"15/04/2025"
9907,Merve,"15/04/2025"
9526,Emre,"15/04/2025"
9305,İsmail,"15/04/2025"
9322,Hasan,"15/04/2025"
8979,Kadir,"15/04/2025"
8619,Hatice,"15/04/2025"
8337,Esra,"15/04/2025"
8449,Yusuf,"15/04/2025"
7898,Recep,"15/04/2025"
7420,Zeynep,"15/04/2025"
7453,Songül,"15/04/2025"
7121,Ahmet,"15/04/2025"
7124,Sevim,"15/04/2025"
7170,Merve,"15/04/2025"
6304,Yusuf,"15/04/2025"
5996,Aysel,"15/04/2025"
5704,Leyla,"15/04/2025"
5192,Meryem,"15/04/2025"
4662,Emre,"15/04/2025"
4153,Yasemin,"15/04/2025"
3779,Hatice,"15/04/2025"
3288,Kadir,"15/04/2025"
3179,Sevim,"15/04/2025"
2226,Hakan,"15/04/2025"
2317,Fadime,"15/04/2025"
2120,Murat,"15/04/2025"
1374,Sultan,"15/04/2025"
1144,Yusuf,"15/04/2025"
1148,Zehra,"15/04/2025"
1049,Merve,"15/04/2025"
813,Aysel,"15/04/2025"
424,Hüseyin,"15/04/2025"
116,Emre,"15/04/2025"
9396,İsmail,"15/04/2025"
9773,Aysel,"16/04/2025"
9962,Mehmet,"16/04/2025"
9198,Mehmet,"16/04/2025"
8783,Muhammed,"16/04/2025"
8661,Adem,"16/04/2025"
7539,Meryem,"16/04/2025"
7576,Serkan,"16/04/2025"
7313,Fatma,"16/04/2025"
7042,Fatih,"16/04/2025"
6772,Ahmet,"16/04/2025"
6785,Ayşegül,"16/04/2025"
6798,Melek,"16/04/2025"
5688,Mahmut,"16/04/2025"
5413,Ayşe,"16/04/2025"
5174,Zeynep,"16/04/2025"
3746,Hasan,"16/04/2025"
3256,Osman,"16/04/2025"
3033,Leyla,"16/04/2025"
3062,Süleyman,"16/04/2025"
2827,Fadime,"16/04/2025"
1963,Fatma,"16/04/2025"
1465,Meryem,"16/04/2025"
1311,Burak,"16/04/2025"
892,Aysel,"16/04/2025"
671,Büşra,"16/04/2025"
614,İsmail,"16/04/2025"
297,Havva,"16/04/2025"
9894,Ahmet,"16/04/2025"
9919,Zeynep,"16/04/2025"
9413,Ayşegül,"16/04/2025"
9443,Özlem,"17/04/2025"
9991,Hülya,"17/04/2025"
8764,Emine,"17/04/2025"
8546,Aysel,"17/04/2025"
8328,Sultan,"17/04/2025"
8351,Emre,"17/04/2025"
8429,Fadime,"17/04/2025"
8166,Recep,"17/04/2025"
7846,Aysel,"17/04/2025"
7476,Hatice,"17/04/2025"
7221,İsmail,"17/04/2025"
7353,Zehra,"17/04/2025"
6855,Rabia,"17/04/2025"
6100,Kadir,"17/04/2025"
5308,Ömer,"17/04/2025"
5032,Yağmur,"17/04/2025"
4612,Muhammed,"17/04/2025"
4437,Fadime,"17/04/2025"
4502,Fatma,"17/04/2025"
4217,Fatma,"17/04/2025"
3818,Sevim,"17/04/2025"
3839,İbrahim,"17/04/2025"
3419,Leyla,"17/04/2025"
3092,Muhammed,"17/04/2025"
2845,Özlem,"17/04/2025"
2851,İsmail,"17/04/2025"
2333,Halil,"17/04/2025"
2084,Süleyman,"17/04/2025"
1067,Metin,"17/04/2025"
360,Aynur,"17/04/2025"
8858,Tuğba,"17/04/2025"
9020,İbrahim,"18/04/2025"
446,Osman,"18/04/2025"
8750,Hakan,"18/04/2025"
8548,İsmail,"18/04/2025"
8573,Dilek,"18/04/2025"
7545,Fatma,"18/04/2025"
7406,Yasemin,"18/04/2025"
6673,Emine,"18/04/2025"
6157,Ramazan,"18/04/2025"
5992,Fadime,"18/04/2025"
5812,Hülya,"18/04/2025"
5229,Yasin,"18/04/2025"
4963,Ahmet,"18/04/2025"
4625,Yağmur,"18/04/2025"
4206,Hakan,"18/04/2025"
2795,Serkan,"18/04/2025"
2803,Halil,"18/04/2025"
2529,Songül,"18/04/2025"
2656,Esra,"18/04/2025"
2050,Adem,"18/04/2025"
2059,Ayşegül,"18/04/2025"
1935,Elif,"18/04/2025"
1972,Esra,"18/04/2025"
2021,İbrahim,"18/04/2025"
2027,Esra,"18/04/2025"
1654,Elif,"18/04/2025"
1707,Leyla,"18/04/2025"
965,Havva,"18/04/2025"
845,Hatice,"18/04/2025"
8808,Furkan,"18/04/2025"
9124,Merve,"19/04/2025"
377,Elif,"19/04/2025"
8649,Ayşegül,"19/04/2025"
7418,Havva,"19/04/2025"
7422,Ali,"19/04/2025"
6711,Osman,"19/04/2025"
6306,Murat,"19/04/2025"
5968,Merve,"19/04/2025"
5653,Abdullah,"19/04/2025"
5487,Leyla,"19/04/2025"
5498,Zehra,"19/04/2025"
5029,Enes,"19/04/2025"
3874,Havva,"19/04/2025"
3525,Süleyman,"19/04/2025"
3547,Yusuf,"19/04/2025"
2606,Zeynep,"19/04/2025"
2374,Kübra,"19/04/2025"
1745,Hasan,"19/04/2025"
1639,Fadime,"19/04/2025"
1651,Leyla,"19/04/2025"
8861,Rabia,"19/04/2025"
9058,Osman,"20/04/2025"
1238,Süleyman,"20/04/2025"
8178,Sevim,"20/04/2025"
7466,Yasemin,"20/04/2025"
5800,Ömer,"20/04/2025"
4919,Yasemin,"20/04/2025"
4610,Serkan,"20/04/2025"
4408,Aysel,"20/04/2025"
4085,Fatih,"20/04/2025"
4053,Abdullah,"20/04/2025"
3582,Merve,"20/04/2025"
3071,Serkan,"20/04/2025"
3089,Yağmur,"20/04/2025"
2314,Osman,"20/04/2025"
2004,Sevim,"20/04/2025"
2026,Hakan,"20/04/2025"
1787,Esra,"20/04/2025"
1836,Rabia,"20/04/2025"
1325,Ali,"20/04/2025"
1365,Mustafa,"20/04/2025"
8427,Ayşe,"20/04/2025"
9726,Sevim,"21/04/2025"
188,Hakan,"21/04/2025"
9541,Hasan,"21/04/2025"
9299,Leyla,"21/04/2025"
8902,Aysel,"21/04/2025"
8585,Muhammed,"21/04/2025"
7863,Serkan,"21/04/2025"
7492,Fadime,"21/04/2025"
5803,Havva,"21/04/2025"
5125,Zehra,"21/04/2025"
3289,Sevim,"21/04/2025"
3297,Meryem,"21/04/2025"
2964,Emre,"21/04/2025"
2231,Özlem,"21/04/2025"
1969,Emine,"21/04/2025"
1802,Büşra,"21/04/2025"
1824,Yasemin,"21/04/2025"
847,Burak,"21/04/2025"
751,Özlem,"21/04/2025"
9628,Hüseyin,"21/04/2025"
9558,Yasin,"22/04/2025"
9943,Hacer,"22/04/2025"
8784,Aysel,"22/04/2025"
8416,Melek,"22/04/2025"
8226,Hakan,"22/04/2025"
7657,Hülya,"22/04/2025"
7518,Kadir,"22/04/2025"
7048,Fatih,"22/04/2025"
6814,Ahmet,"22/04/2025"
6452,Kadir,"22/04/2025"
6131,Serkan,"22/04/2025"
5984,Enes,"22/04/2025"
5220,Mustafa,"22/04/2025"
5044,Songül,"22/04/2025"
5052,Elif,"22/04/2025"
4753,Merve,"22/04/2025"
4427,Sultan,"22/04/2025"
4525,Fatma,"22/04/2025"
3205,Rabia,"22/04/2025"
3016,Yağmur,"22/04/2025"
3072,Songül,"22/04/2025"
2612,Songül,"22/04/2025"
2094,Ömer,"22/04/2025"
976,Halil,"22/04/2025"
783,Fadime,"22/04/2025"
9916,Merve,"22/04/2025"
9151,Rabia,"22/04/2025"
9865,İbrahim,"23/04/2025"
9603,Merve,"23/04/2025"
9637,Yağmur,"23/04/2025"
9395,Ahmet,"23/04/2025"
9195,Dilek,"23/04/2025"
8886,Kübra,"23/04/2025"
8615,Yasemin,"23/04/2025"
8618,Hakan,"23/04/2025"
8755,Yağmur,"23/04/2025"
8444,Esra,"23/04/2025"
7917,Fatma,"23/04/2025"
7798,Murat,"23/04/2025"
7374,Abdullah,"23/04/2025"
7424,Zeynep,"23/04/2025"
7435,Hakan,"23/04/2025"
7360,Hülya,"23/04/2025"
6346,Ahmet,"23/04/2025"
6356,Zeynep,"23/04/2025"
5889,Kadir,"23/04/2025"
5909,Emine,"23/04/2025"
5776,Özlem,"23/04/2025"
5041,Kübra,"23/04/2025"
5163,Fatih,"23/04/2025"
4917,Sultan,"23/04/2025"
4756,Aysel,"23/04/2025"
4467,Hacer,"23/04/2025"
4193,Sultan,"23/04/2025"
3912,Yusuf,"23/04/2025"
3951,Aysel,"23/04/2025"
3506,Emre,"23/04/2025"
3280,Merve,"23/04/2025"
2549,Hasan,"23/04/2025"
2187,Fadime,"23/04/2025"
2007,Osman,"23/04/2025"
869,Fadime,"23/04/2025"
9780,Havva,"24/04/2025"
9968,Hatice,"24/04/2025"
8962,Esra,"24/04/2025"
7813,Dilek,"24/04/2025"
7567,Sultan,"24/04/2025"
7329,Hakan,"24/04/2025"
6467,Songül,"24/04/2025"
6342,Fatma,"24/04/2025"
5629,Hakan,"24/04/2025"
5269,Adem,"24/04/2025"
4954,Enes,"24/04/2025"
4470,Hüseyin,"24/04/2025"
4477,Dilek,"24/04/2025"
4157,Osman,"24/04/2025"
3949,Meryem,"24/04/2025"
3801,Yusuf,"24/04/2025"
2371,Hacer,"24/04/2025"
2261,Elif,"24/04/2025"
1122,Sultan,"24/04/2025"
557,Ahmet,"24/04/2025"
596,Fadime,"24/04/2025"
384,Mustafa,"24/04/2025"
206,Rabia,"24/04/2025"
316,Murat,"24/04/2025"
9171,Dilek,"24/04/2025"
9750,Recep,"25/04/2025"
86,Ramazan,"25/04/2025"
9276,Songül,"25/04/2025"
9287,Ömer,"25/04/2025"
8894,Aysel,"25/04/2025"
8613,Fatma,"25/04/2025"
8399,Sevim,"25/04/2025"
8258,Leyla,"25/04/2025"
7907,Murat,"25/04/2025"
6986,Ahmet,"25/04/2025"
6829,Meryem,"25/04/2025"
6476,Yasemin,"25/04/2025"
5678,Sultan,"25/04/2025"
5733,Aysel,"25/04/2025"
5596,Enes,"25/04/2025"
5031,Ramazan,"25/04/2025"
4887,Adem,"25/04/2025"
4993,Hacer,"25/04/2025"
4719,Merve,"25/04/2025"
3285,İbrahim,"25/04/2025"
3059,Tuğba,"25/04/2025"
3104,İbrahim,"25/04/2025"
2517,Hacer,"25/04/2025"
1996,Merve,"25/04/2025"
1874,Melek,"25/04/2025"
401,Serkan,"25/04/2025"
403,Ayşe,"25/04/2025"
255,Yasin,"25/04/2025"
9654,Emine,"25/04/2025"
9597,Sultan,"26/04/2025"
95,Büşra,"26/04/2025"
9545,Fadime,"26/04/2025"
9156,Yasemin,"26/04/2025"
8938,Özlem,"26/04/2025"
8987,İsmail,"26/04/2025"
8517,Yusuf,"26/04/2025"
7552,Yasin,"26/04/2025"
7271,Recep,"26/04/2025"
7159,Emine,"26/04/2025"
6914,Sevim,"26/04/2025"
6604,Leyla,"26/04/2025"
6325,Ramazan,"26/04/2025"
5730,Mehmet,"26/04/2025"
5377,Rabia,"26/04/2025"
5408,Kadir,"26/04/2025"
5224,Muhammed,"26/04/2025"
4228,Enes,"26/04/2025"
4166,Muhammed,"26/04/2025"
2734,Özlem,"26/04/2025"
2109,Fadime,"26/04/2025"
1890,Hakan,"26/04/2025"
1580,Dilek,"26/04/2025"
1439,Büşra,"26/04/2025"
1210,Osman,"26/04/2025"
676,İbrahim,"26/04/2025"
272,Melek,"26/04/2025"
9432,Fadime,"26/04/2025"
9817,Özlem,"27/04/2025"
517,Hasan,"27/04/2025"
9607,Murat,"27/04/2025"
8691,Hacer,"27/04/2025"
7805,Büşra,"27/04/2025"
7393,Melek,"27/04/2025"
7095,Hasan,"27/04/2025"
6993,Dilek,"27/04/2025"
6857,Zehra,"27/04/2025"
6181,Furkan,"27/04/2025"
5604,Fatih,"27/04/2025"
5415,Ayşegül,"27/04/2025"
5173,Merve,"27/04/2025"
5232,Fadime,"27/04/2025"
5312,Adem,"27/04/2025"
4556,Meryem,"27/04/2025"
3879,Melek,"27/04/2025"
3366,Mehmet,"27/04/2025"
3243,Abdullah,"27/04/2025"
2943,Yağmur,"27/04/2025"
2526,Yusuf,"27/04/2025"
2543,Adem,"27/04/2025"
1865,Havva,"27/04/2025"
1535,Hatice,"27/04/2025"
860,Furkan,"27/04/2025"
9845,Burak,"27/04/2025"
9503,Tuğba,"28/04/2025"
9998,Özlem,"28/04/2025"
8928,İbrahim,"28/04/2025"
8760,Yasin,"28/04/2025"
8144,Fadime,"28/04/2025"
6895,Hasan,"28/04/2025"
6682,Ömer,"28/04/2025"
6367,Ömer,"28/04/2025"
6069,Murat,"28/04/2025"
5531,Melek,"28/04/2025"
5591,Melek,"28/04/2025"
3034,Fatma,"28/04/2025"
3105,Hülya,"28/04/2025"
3112,Zeynep,"28/04/2025"
2516,İsmail,"28/04/2025"
2112,Meryem,"28/04/2025"
2159,Mustafa,"28/04/2025"
1479,Furkan,"28/04/2025"
1103,Osman,"28/04/2025"
1150,Sultan,"28/04/2025"
711,Kübra,"28/04/2025"
61,Fatma,"28/04/2025"
9979,Serkan,"28/04/2025"
9085,Zehra,"28/04/2025"
8704,Emre,"29/04/2025"
1138,Yağmur,"29/04/2025"
8335,Hatice,"29/04/2025"
8191,Osman,"29/04/2025"
8288,Yasin,"29/04/2025"
7994,Murat,"29/04/2025"
6594,Sultan,"29/04/2025"
5997,Furkan,"29/04/2025"
5928,Aysel,"29/04/2025"
5772,Mehmet,"29/04/2025"
5557,Mustafa,"29/04/2025"
5047,Fadime,"29/04/2025"
4902,Dilek,"29/04/2025"
4593,Hülya,"29/04/2025"
4361,Sultan,"29/04/2025"
4224,Merve,"29/04/2025"
3594,Recep,"29/04/2025"
2874,Elif,"29/04/2025"
2692,Yusuf,"29/04/2025"
1645,Recep,"29/04/2025"
1489,Büşra,"29/04/2025"
1545,Furkan,"29/04/2025"
8599,Elif,"29/04/2025"
9542,Sevim,"30/04/2025"
83,Sultan,"30/04/2025"
8975,Tuğba,"30/04/2025"
9077,Fatih,"30/04/2025"
8637,Metin,"30/04/2025"
8440,Enes,"30/04/2025"
8250,Aysel,"30/04/2025"
7580,Büşra,"30/04/2025"
5993,Yasin,"30/04/2025"
5877,Yağmur,"30/04/2025"
5658,Sevim,"30/04/2025"
5692,Aynur,"30/04/2025"
4486,Kübra,"30/04/2025"
3799,Serkan,"30/04/2025"
3214,Furkan,"30/04/2025"
2365,Süleyman,"30/04/2025"
239,Merve,"30/04/2025"
307,Burak,"30/04/2025"
9136,Recep,"30/04/2025"
