"CUSTOMER_ID","NAME","TARIFF_NAME","PAYMENT_STATUS","MONTHLY_FEE"
2836,Süleyman,Kurumsal SMS,UNPAID,1000
2850,Leyla,Kurumsal SMS,UNPAID,1000
2872,Meryem,Kurumsal SMS,UNPAID,1000
2889,Yusuf,Kurumsal SMS,UNPAID,1000
2890,Havva,Kurumsal SMS,UNPAID,1000
2906,Özlem,Kurumsal SMS,UNPAID,1000
2932,Adem,Kurumsal SMS,UNPAID,1000
2937,Fatih,Kurumsal SMS,UNPAID,1000
2965,Zehra,Kurumsal SMS,UNPAID,1000
2670,Mehmet,Kurumsal SMS,UNPAID,1000
2673,Recep,Kurumsal SMS,UNPAID,1000
2712,Hülya,Kurumsal SMS,UNPAID,1000
2757,Zehra,Kurumsal SMS,UNPAID,1000
2762,Sevim,Kurumsal SMS,UNPAID,1000
2510,Fatih,Kurumsal SMS,UNPAID,1000
2534,Esra,Kurumsal SMS,UNPAID,1000
2561,Sevim,Kurumsal SMS,UNPAID,1000
2605,Mehmet,Kurumsal SMS,UNPAID,1000
2627,Emre,Kurumsal SMS,UNPAID,1000
2633,Mahmut,Kurumsal SMS,UNPAID,1000
2642,Ali,Kurumsal SMS,UNPAID,1000
2656,Esra,Kurumsal SMS,UNPAID,1000
2365,Süleyman,Kurumsal SMS,UNPAID,1000
2369,Ayşegül,Kurumsal SMS,UNPAID,1000
2370,Büşra,Kurumsal SMS,UNPAID,1000
2386,Merve,Kurumsal SMS,UNPAID,1000
2461,Büşra,Kurumsal SMS,UNPAID,1000
2193,Fatih,Kurumsal SMS,UNPAID,1000
2251,Kübra,Kurumsal SMS,UNPAID,1000
2267,Osman,Kurumsal SMS,UNPAID,1000
2304,Recep,Kurumsal SMS,UNPAID,1000
2305,Süleyman,Kurumsal SMS,UNPAID,1000
2307,Serkan,Kurumsal SMS,UNPAID,1000
2320,Fadime,Kurumsal SMS,UNPAID,1000
2043,Kübra,Kurumsal SMS,UNPAID,1000
2048,Serkan,Kurumsal SMS,UNPAID,1000
2049,Aysel,Kurumsal SMS,UNPAID,1000
2064,Merve,Kurumsal SMS,UNPAID,1000
2112,Meryem,Kurumsal SMS,UNPAID,1000
2118,Yasemin,Kurumsal SMS,UNPAID,1000
2167,Fatih,Kurumsal SMS,UNPAID,1000
2177,Zehra,Kurumsal SMS,UNPAID,1000
1882,Aynur,Kurumsal SMS,UNPAID,1000
1933,Dilek,Kurumsal SMS,UNPAID,1000
1943,Fadime,Kurumsal SMS,UNPAID,1000
2007,Osman,Kurumsal SMS,UNPAID,1000
2016,Hakan,Kurumsal SMS,UNPAID,1000
2017,Sultan,Kurumsal SMS,UNPAID,1000
2020,Tuğba,Kurumsal SMS,UNPAID,1000
2021,İbrahim,Kurumsal SMS,UNPAID,1000
1762,Elif,Kurumsal SMS,UNPAID,1000
4718,Havva,Kurumsal SMS,UNPAID,1000
4733,Osman,Kurumsal SMS,UNPAID,1000
4734,Mustafa,Kurumsal SMS,UNPAID,1000
4748,İsmail,Kurumsal SMS,UNPAID,1000
4752,Yağmur,Kurumsal SMS,UNPAID,1000
4757,Elif,Kurumsal SMS,UNPAID,1000
4771,Abdullah,Kurumsal SMS,UNPAID,1000
4779,Büşra,Kurumsal SMS,UNPAID,1000
4800,Süleyman,Kurumsal SMS,UNPAID,1000
4817,Büşra,Kurumsal SMS,UNPAID,1000
4830,Ömer,Kurumsal SMS,UNPAID,1000
4850,Hülya,Kurumsal SMS,UNPAID,1000
4558,Merve,Kurumsal SMS,UNPAID,1000
4602,Yasin,Kurumsal SMS,UNPAID,1000
4678,Melek,Kurumsal SMS,UNPAID,1000
4429,Sultan,Kurumsal SMS,UNPAID,1000
4491,Emre,Kurumsal SMS,UNPAID,1000
4520,Zehra,Kurumsal SMS,UNPAID,1000
4532,Fatma,Kurumsal SMS,UNPAID,1000
4247,Fatih,Kurumsal SMS,UNPAID,1000
4268,Ayşe,Kurumsal SMS,UNPAID,1000
4294,Süleyman,Kurumsal SMS,UNPAID,1000
4302,Serkan,Kurumsal SMS,UNPAID,1000
4334,Yasemin,Kurumsal SMS,UNPAID,1000
4373,Elif,Kurumsal SMS,UNPAID,1000
4068,Kübra,Kurumsal SMS,UNPAID,1000
4099,Ahmet,Kurumsal SMS,UNPAID,1000
4143,Yağmur,Kurumsal SMS,UNPAID,1000
4155,Büşra,Kurumsal SMS,UNPAID,1000
4158,Hülya,Kurumsal SMS,UNPAID,1000
4166,Muhammed,Kurumsal SMS,UNPAID,1000
4171,Süleyman,Kurumsal SMS,UNPAID,1000
4184,Ayşe,Kurumsal SMS,UNPAID,1000
3927,Burak,Kurumsal SMS,UNPAID,1000
3947,Adem,Kurumsal SMS,UNPAID,1000
3957,Emine,Kurumsal SMS,UNPAID,1000
3987,Dilek,Kurumsal SMS,UNPAID,1000
4000,Meryem,Kurumsal SMS,UNPAID,1000
4038,Kadir,Kurumsal SMS,UNPAID,1000
4043,Dilek,Kurumsal SMS,UNPAID,1000
4063,Recep,Kurumsal SMS,UNPAID,1000
4065,Mustafa,Kurumsal SMS,UNPAID,1000
3782,Ramazan,Kurumsal SMS,UNPAID,1000
3785,Zehra,Kurumsal SMS,UNPAID,1000
3821,Serkan,Kurumsal SMS,UNPAID,1000
3845,Kübra,Kurumsal SMS,UNPAID,1000
3907,Tuğba,Kurumsal SMS,UNPAID,1000
3697,Emre,Kurumsal SMS,UNPAID,1000
3706,Adem,Kurumsal SMS,UNPAID,1000
3750,Zeynep,Kurumsal SMS,UNPAID,1000
3496,Songül,Kurumsal SMS,UNPAID,1000
3563,Murat,Kurumsal SMS,UNPAID,1000
3578,Ömer,Kurumsal SMS,UNPAID,1000
3581,Adem,Kurumsal SMS,UNPAID,1000
3592,Fadime,Kurumsal SMS,UNPAID,1000
3285,İbrahim,Kurumsal SMS,UNPAID,1000
3291,Metin,Kurumsal SMS,UNPAID,1000
3308,Adem,Kurumsal SMS,UNPAID,1000
3334,Sultan,Kurumsal SMS,UNPAID,1000
3336,Süleyman,Kurumsal SMS,UNPAID,1000
3353,Süleyman,Kurumsal SMS,UNPAID,1000
3419,Leyla,Kurumsal SMS,UNPAID,1000
3431,Fadime,Kurumsal SMS,UNPAID,1000
3433,Zehra,Kurumsal SMS,UNPAID,1000
6697,Osman,Kurumsal SMS,UNPAID,1000
6450,Ayşe,Kurumsal SMS,UNPAID,1000
6464,Aysel,Kurumsal SMS,UNPAID,1000
6471,Zehra,Kurumsal SMS,UNPAID,1000
6488,Sultan,Kurumsal SMS,UNPAID,1000
6527,Osman,Kurumsal SMS,UNPAID,1000
6270,Hülya,Kurumsal SMS,UNPAID,1000
6283,Ali,Kurumsal SMS,UNPAID,1000
6285,Songül,Kurumsal SMS,UNPAID,1000
6318,Hasan,Kurumsal SMS,UNPAID,1000
6378,Sultan,Kurumsal SMS,UNPAID,1000
6151,Muhammed,Kurumsal SMS,UNPAID,1000
6168,Fatih,Kurumsal SMS,UNPAID,1000
6169,Fatma,Kurumsal SMS,UNPAID,1000
6191,İsmail,Kurumsal SMS,UNPAID,1000
6200,Büşra,Kurumsal SMS,UNPAID,1000
6214,Yağmur,Kurumsal SMS,UNPAID,1000
5985,Esra,Kurumsal SMS,UNPAID,1000
6000,Fatih,Kurumsal SMS,UNPAID,1000
6001,Özlem,Kurumsal SMS,UNPAID,1000
6063,Kübra,Kurumsal SMS,UNPAID,1000
6075,Emine,Kurumsal SMS,UNPAID,1000
6089,Aynur,Kurumsal SMS,UNPAID,1000
6107,Tuğba,Kurumsal SMS,UNPAID,1000
5800,Ömer,Kurumsal SMS,UNPAID,1000
5825,Hacer,Kurumsal SMS,UNPAID,1000
5848,Özlem,Kurumsal SMS,UNPAID,1000
5889,Kadir,Kurumsal SMS,UNPAID,1000
5894,Kadir,Kurumsal SMS,UNPAID,1000
5946,Ömer,Kurumsal SMS,UNPAID,1000
5692,Aynur,Kurumsal SMS,UNPAID,1000
5723,Hasan,Kurumsal SMS,UNPAID,1000
5740,Tuğba,Kurumsal SMS,UNPAID,1000
5499,Büşra,Kurumsal SMS,UNPAID,1000
5501,Ayşegül,Kurumsal SMS,UNPAID,1000
5556,Süleyman,Kurumsal SMS,UNPAID,1000
5578,Yasemin,Kurumsal SMS,UNPAID,1000
5591,Melek,Kurumsal SMS,UNPAID,1000
5604,Fatih,Kurumsal SMS,UNPAID,1000
5617,Yasin,Kurumsal SMS,UNPAID,1000
5339,Adem,Kurumsal SMS,UNPAID,1000
5343,Emre,Kurumsal SMS,UNPAID,1000
5366,Ayşegül,Kurumsal SMS,UNPAID,1000
5386,Melek,Kurumsal SMS,UNPAID,1000
5394,Büşra,Kurumsal SMS,UNPAID,1000
5403,Rabia,Kurumsal SMS,UNPAID,1000
5442,Adem,Kurumsal SMS,UNPAID,1000
5171,Dilek,Kurumsal SMS,UNPAID,1000
5183,Hüseyin,Kurumsal SMS,UNPAID,1000
5191,Emine,Kurumsal SMS,UNPAID,1000
5270,Fatma,Kurumsal SMS,UNPAID,1000
5295,Murat,Kurumsal SMS,UNPAID,1000
5015,Sevim,Kurumsal SMS,UNPAID,1000
5078,İbrahim,Kurumsal SMS,UNPAID,1000
5135,Leyla,Kurumsal SMS,UNPAID,1000
4897,Yasemin,Kurumsal SMS,UNPAID,1000
4904,Ayşe,Kurumsal SMS,UNPAID,1000
4916,Songül,Kurumsal SMS,UNPAID,1000
4922,Halil,Kurumsal SMS,UNPAID,1000
4948,Hacer,Kurumsal SMS,UNPAID,1000
4960,Hacer,Kurumsal SMS,UNPAID,1000
4971,Hakan,Kurumsal SMS,UNPAID,1000
4995,Yasemin,Kurumsal SMS,UNPAID,1000
5011,Merve,Kurumsal SMS,UNPAID,1000
8289,Ali,Kurumsal SMS,UNPAID,1000
8299,Yağmur,Kurumsal SMS,UNPAID,1000
7992,Furkan,Kurumsal SMS,UNPAID,1000
8007,Serkan,Kurumsal SMS,UNPAID,1000
8023,Fadime,Kurumsal SMS,UNPAID,1000
8047,Yasemin,Kurumsal SMS,UNPAID,1000
8085,Merve,Kurumsal SMS,UNPAID,1000
8100,Halil,Kurumsal SMS,UNPAID,1000
8101,Furkan,Kurumsal SMS,UNPAID,1000
8141,Burak,Kurumsal SMS,UNPAID,1000
7839,Serkan,Kurumsal SMS,UNPAID,1000
7844,Osman,Kurumsal SMS,UNPAID,1000
7855,Elif,Kurumsal SMS,UNPAID,1000
7883,Rabia,Kurumsal SMS,UNPAID,1000
7935,Mustafa,Kurumsal SMS,UNPAID,1000
7938,Ömer,Kurumsal SMS,UNPAID,1000
7946,Dilek,Kurumsal SMS,UNPAID,1000
7952,Özlem,Kurumsal SMS,UNPAID,1000
7960,Hasan,Kurumsal SMS,UNPAID,1000
7961,Osman,Kurumsal SMS,UNPAID,1000
7969,Ahmet,Kurumsal SMS,UNPAID,1000
7979,Leyla,Kurumsal SMS,UNPAID,1000
7704,Ramazan,Kurumsal SMS,UNPAID,1000
7741,Rabia,Kurumsal SMS,UNPAID,1000
7781,Hasan,Kurumsal SMS,UNPAID,1000
7798,Murat,Kurumsal SMS,UNPAID,1000
7822,Serkan,Kurumsal SMS,UNPAID,1000
7523,Fadime,Kurumsal SMS,UNPAID,1000
7593,Fatih,Kurumsal SMS,UNPAID,1000
7612,Yasemin,Kurumsal SMS,UNPAID,1000
7634,Meryem,Kurumsal SMS,UNPAID,1000
7646,Serkan,Kurumsal SMS,UNPAID,1000
7656,Yasin,Kurumsal SMS,UNPAID,1000
7399,Dilek,Kurumsal SMS,UNPAID,1000
7417,Fadime,Kurumsal SMS,UNPAID,1000
7447,Hakan,Kurumsal SMS,UNPAID,1000
7214,Merve,Kurumsal SMS,UNPAID,1000
7227,Yusuf,Kurumsal SMS,UNPAID,1000
7347,Esra,Kurumsal SMS,UNPAID,1000
7348,Abdullah,Kurumsal SMS,UNPAID,1000
7069,Ali,Kurumsal SMS,UNPAID,1000
7074,Songül,Kurumsal SMS,UNPAID,1000
7137,Metin,Kurumsal SMS,UNPAID,1000
7140,Havva,Kurumsal SMS,UNPAID,1000
7145,Murat,Kurumsal SMS,UNPAID,1000
7189,Yasin,Kurumsal SMS,UNPAID,1000
6904,Abdullah,Kurumsal SMS,UNPAID,1000
6931,Sultan,Kurumsal SMS,UNPAID,1000
6994,Hülya,Kurumsal SMS,UNPAID,1000
7010,Emine,Kurumsal SMS,UNPAID,1000
7026,Abdullah,Kurumsal SMS,UNPAID,1000
7035,Meryem,Kurumsal SMS,UNPAID,1000
6737,Hatice,Kurumsal SMS,UNPAID,1000
6750,Kadir,Kurumsal SMS,UNPAID,1000
6758,Fadime,Kurumsal SMS,UNPAID,1000
6850,İbrahim,Kurumsal SMS,UNPAID,1000
6580,Murat,Kurumsal SMS,UNPAID,1000
6582,Yağmur,Kurumsal SMS,UNPAID,1000
6602,Ramazan,Kurumsal SMS,UNPAID,1000
6614,Büşra,Kurumsal SMS,UNPAID,1000
6618,Sultan,Kurumsal SMS,UNPAID,1000
6625,Esra,Kurumsal SMS,UNPAID,1000
6658,Melek,Kurumsal SMS,UNPAID,1000
6667,Yasin,Kurumsal SMS,UNPAID,1000
9733,Hülya,Kurumsal SMS,UNPAID,1000
9740,İbrahim,Kurumsal SMS,UNPAID,1000
9785,Elif,Kurumsal SMS,UNPAID,1000
9835,Fadime,Kurumsal SMS,UNPAID,1000
9837,Fadime,Kurumsal SMS,UNPAID,1000
9632,Büşra,Kurumsal SMS,UNPAID,1000
9644,Murat,Kurumsal SMS,UNPAID,1000
9645,Rabia,Kurumsal SMS,UNPAID,1000
9676,Yağmur,Kurumsal SMS,UNPAID,1000
9424,Meryem,Kurumsal SMS,UNPAID,1000
9502,Ali,Kurumsal SMS,UNPAID,1000
9503,Tuğba,Kurumsal SMS,UNPAID,1000
9504,Meryem,Kurumsal SMS,UNPAID,1000
9525,Emine,Kurumsal SMS,UNPAID,1000
9530,Yasin,Kurumsal SMS,UNPAID,1000
9540,Dilek,Kurumsal SMS,UNPAID,1000
9272,Sultan,Kurumsal SMS,UNPAID,1000
9280,Hacer,Kurumsal SMS,UNPAID,1000
9367,Kadir,Kurumsal SMS,UNPAID,1000
9125,Merve,Kurumsal SMS,UNPAID,1000
9127,Özlem,Kurumsal SMS,UNPAID,1000
9140,Yusuf,Kurumsal SMS,UNPAID,1000
8926,Dilek,Kurumsal SMS,UNPAID,1000
8971,Songül,Kurumsal SMS,UNPAID,1000
9027,Aynur,Kurumsal SMS,UNPAID,1000
9030,Ali,Kurumsal SMS,UNPAID,1000
9032,Mustafa,Kurumsal SMS,UNPAID,1000
9049,Mustafa,Kurumsal SMS,UNPAID,1000
9059,Ahmet,Kurumsal SMS,UNPAID,1000
8778,Fatma,Kurumsal SMS,UNPAID,1000
8780,Sevim,Kurumsal SMS,UNPAID,1000
8791,Mahmut,Kurumsal SMS,UNPAID,1000
8811,Hülya,Kurumsal SMS,UNPAID,1000
8822,Songül,Kurumsal SMS,UNPAID,1000
8849,Elif,Kurumsal SMS,UNPAID,1000
8866,Tuğba,Kurumsal SMS,UNPAID,1000
8879,Osman,Kurumsal SMS,UNPAID,1000
8880,Havva,Kurumsal SMS,UNPAID,1000
8917,Zehra,Kurumsal SMS,UNPAID,1000
8922,Fadime,Kurumsal SMS,UNPAID,1000
8619,Hatice,Kurumsal SMS,UNPAID,1000
8643,Halil,Kurumsal SMS,UNPAID,1000
8648,Elif,Kurumsal SMS,UNPAID,1000
8653,Emre,Kurumsal SMS,UNPAID,1000
8719,Büşra,Kurumsal SMS,UNPAID,1000
8722,Elif,Kurumsal SMS,UNPAID,1000
8732,Emine,Kurumsal SMS,UNPAID,1000
8751,Emre,Kurumsal SMS,UNPAID,1000
8502,Yasemin,Kurumsal SMS,UNPAID,1000
8516,Ayşegül,Kurumsal SMS,UNPAID,1000
8601,Ali,Kurumsal SMS,UNPAID,1000
8315,Recep,Kurumsal SMS,UNPAID,1000
8343,Hakan,Kurumsal SMS,UNPAID,1000
8384,Enes,Kurumsal SMS,UNPAID,1000
8404,Yağmur,Kurumsal SMS,UNPAID,1000
8448,Meryem,Kurumsal SMS,UNPAID,1000
8456,Halil,Kurumsal SMS,UNPAID,1000
8146,Emre,Kurumsal SMS,UNPAID,1000
8151,Zehra,Kurumsal SMS,UNPAID,1000
8214,Kadir,Kurumsal SMS,UNPAID,1000
8220,Özlem,Kurumsal SMS,UNPAID,1000
8263,Ahmet,Kurumsal SMS,UNPAID,1000
8265,Ali,Kurumsal SMS,UNPAID,1000
8276,Halil,Kurumsal SMS,UNPAID,1000
9729,Ahmet,GB,UNPAID,450
9766,Zehra,GB,UNPAID,450
9790,Elif,GB,UNPAID,450
9795,Kübra,GB,UNPAID,450
9855,Yusuf,GB,UNPAID,450
9856,Yağmur,GB,UNPAID,450
9858,Melek,GB,UNPAID,450
9601,Abdullah,GB,UNPAID,450
9604,Osman,GB,UNPAID,450
9635,Enes,GB,UNPAID,450
9695,Ahmet,GB,UNPAID,450
9398,Yusuf,GB,UNPAID,450
9401,Sevim,GB,UNPAID,450
9433,Süleyman,GB,UNPAID,450
9454,Songül,GB,UNPAID,450
9470,Süleyman,GB,UNPAID,450
9491,Yasin,GB,UNPAID,450
9241,Merve,GB,UNPAID,450
9243,Dilek,GB,UNPAID,450
9252,Yusuf,GB,UNPAID,450
9266,Hacer,GB,UNPAID,450
9291,Muhammed,GB,UNPAID,450
9318,Abdullah,GB,UNPAID,450
9349,Hülya,GB,UNPAID,450
9105,Osman,GB,UNPAID,450
9153,Ayşegül,GB,UNPAID,450
9178,Leyla,GB,UNPAID,450
9231,Yağmur,GB,UNPAID,450
9232,Esra,GB,UNPAID,450
8948,Zeynep,GB,UNPAID,450
8960,Yağmur,GB,UNPAID,450
9055,Ayşegül,GB,UNPAID,450
8770,Emre,GB,UNPAID,450
8809,Yusuf,GB,UNPAID,450
8812,Hatice,GB,UNPAID,450
8856,Hatice,GB,UNPAID,450
8902,Aysel,GB,UNPAID,450
8629,Mustafa,GB,UNPAID,450
8638,Ali,GB,UNPAID,450
8660,Hülya,GB,UNPAID,450
8667,Sevim,GB,UNPAID,450
8704,Emre,GB,UNPAID,450
8706,İbrahim,GB,UNPAID,450
8462,Sevim,GB,UNPAID,450
8474,Hatice,GB,UNPAID,450
8482,Zehra,GB,UNPAID,450
8526,Büşra,GB,UNPAID,450
8545,Büşra,GB,UNPAID,450
8564,Zehra,GB,UNPAID,450
8585,Muhammed,GB,UNPAID,450
8602,Furkan,GB,UNPAID,450
8351,Emre,GB,UNPAID,450
8376,Yağmur,GB,UNPAID,450
8418,Sultan,GB,UNPAID,450
8446,Fatih,GB,UNPAID,450
8191,Osman,GB,UNPAID,450
8196,Havva,GB,UNPAID,450
8199,Ali,GB,UNPAID,450
8209,Leyla,GB,UNPAID,450
8212,Ayşegül,GB,UNPAID,450
8224,Adem,GB,UNPAID,450
8251,Elif,GB,UNPAID,450
8264,Hülya,GB,UNPAID,450
8009,Mustafa,GB,UNPAID,450
8013,Süleyman,GB,UNPAID,450
8046,Esra,GB,UNPAID,450
8084,Fatih,GB,UNPAID,450
8109,Ahmet,GB,UNPAID,450
8119,Melek,GB,UNPAID,450
8123,Leyla,GB,UNPAID,450
7896,Süleyman,GB,UNPAID,450
7903,Yağmur,GB,UNPAID,450
7917,Fatma,GB,UNPAID,450
7973,Büşra,GB,UNPAID,450
7986,Merve,GB,UNPAID,450
7686,Yasin,GB,UNPAID,450
7691,Furkan,GB,UNPAID,450
7698,Mustafa,GB,UNPAID,450
7719,Merve,GB,UNPAID,450
7720,Dilek,GB,UNPAID,450
7724,Fatih,GB,UNPAID,450
7727,Merve,GB,UNPAID,450
7752,Özlem,GB,UNPAID,450
7758,Esra,GB,UNPAID,450
7814,Tuğba,GB,UNPAID,450
7828,Osman,GB,UNPAID,450
7522,Özlem,GB,UNPAID,450
7586,Murat,GB,UNPAID,450
7587,Büşra,GB,UNPAID,450
7599,Leyla,GB,UNPAID,450
7620,Meryem,GB,UNPAID,450
7630,Mustafa,GB,UNPAID,450
7641,Burak,GB,UNPAID,450
7652,Fatma,GB,UNPAID,450
7205,Aysel,GB,UNPAID,450
7232,Havva,GB,UNPAID,450
7261,Yağmur,GB,UNPAID,450
7279,Recep,GB,UNPAID,450
7293,Adem,GB,UNPAID,450
7337,Serkan,GB,UNPAID,450
7358,Adem,GB,UNPAID,450
7045,Yasin,GB,UNPAID,450
7058,Enes,GB,UNPAID,450
7060,Fatma,GB,UNPAID,450
7089,Yasemin,GB,UNPAID,450
7092,Zehra,GB,UNPAID,450
7108,Zeynep,GB,UNPAID,450
7122,Ömer,GB,UNPAID,450
7135,Mehmet,GB,UNPAID,450
7159,Emine,GB,UNPAID,450
7174,Hakan,GB,UNPAID,450
7197,Adem,GB,UNPAID,450
6900,Zehra,GB,UNPAID,450
6905,Hasan,GB,UNPAID,450
6960,Fatih,GB,UNPAID,450
6964,Meryem,GB,UNPAID,450
6975,Büşra,GB,UNPAID,450
7033,Kadir,GB,UNPAID,450
6741,Halil,GB,UNPAID,450
6798,Melek,GB,UNPAID,450
6843,Yasemin,GB,UNPAID,450
6864,Merve,GB,UNPAID,450
6597,Adem,GB,UNPAID,450
6613,Abdullah,GB,UNPAID,450
6666,Recep,GB,UNPAID,450
6672,Esra,GB,UNPAID,450
6676,Fatih,GB,UNPAID,450
6692,Hülya,GB,UNPAID,450
6437,Fatma,GB,UNPAID,450
6460,Osman,GB,UNPAID,450
6468,Esra,GB,UNPAID,450
6498,Hasan,GB,UNPAID,450
6507,Recep,GB,UNPAID,450
6512,Recep,GB,UNPAID,450
6523,Fadime,GB,UNPAID,450
6307,Leyla,GB,UNPAID,450
6347,Aysel,GB,UNPAID,450
6229,Leyla,GB,UNPAID,450
6242,Serkan,GB,UNPAID,450
5984,Enes,GB,UNPAID,450
6005,Havva,GB,UNPAID,450
6058,Büşra,GB,UNPAID,450
6066,Fadime,GB,UNPAID,450
6078,Metin,GB,UNPAID,450
6097,Zeynep,GB,UNPAID,450
6099,Emre,GB,UNPAID,450
5796,Fatih,GB,UNPAID,450
5840,Rabia,GB,UNPAID,450
5866,Serkan,GB,UNPAID,450
5892,Fatma,GB,UNPAID,450
5909,Emine,GB,UNPAID,450
5910,Yasemin,GB,UNPAID,450
5742,Enes,GB,UNPAID,450
5787,Yağmur,GB,UNPAID,450
5523,Leyla,GB,UNPAID,450
5528,Rabia,GB,UNPAID,450
5535,Hüseyin,GB,UNPAID,450
5545,Halil,GB,UNPAID,450
5584,Sevim,GB,UNPAID,450
5612,Hülya,GB,UNPAID,450
5624,Yağmur,GB,UNPAID,450
